20, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 6, 5, Hip, CompShg, BrkFace, Plywood, Stone, TA, TA, CBlock, TA, Gd, Gd, BLQ, Unf, GasA, Fa, Y, SBrkr, TA, Typ, Gd, Attchd, Fin, TA, TA, P, NA, NA, NA, WD , Normal, 215000
60, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, SawyerW, RRNe, Norm, 1Fam, 2Story, 6, 5, Gable, CompShg, HdBoard, HdBoard, BrkFace, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 187000
120, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SawyerW, Norm, Norm, TwnhsE, 1Story, 6, 5, Gable, CompShg, Plywood, Plywood, None, Gd, TA, PConc, Gd, TA, No, LwQ, GLQ, GasA, Ex, Y, SBrkr, Gd, Typ, Fa, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 193000
120, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SawyerW, Norm, Norm, TwnhsE, 1Story, 6, 5, Gable, CompShg, Plywood, Plywood, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 153900
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Sawyer, RRAe, Norm, 1Fam, 1Story, 5, 5, Hip, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, PConc, TA, Gd, No, BLQ, ALQ, GasA, TA, Y, SBrkr, TA, Typ, TA, Attchd, RFn, TA, TA, Y, NA, MnPrv, Shed, WD , Normal, 128000
20, RL, Pave, NA, IR2, Lvl, AllPub, Inside, Gtl, Sawyer, Norm, Norm, 1Fam, 1Story, 5, 6, Hip, CompShg, HdBoard, Plywood, None, TA, TA, CBlock, TA, TA, No, ALQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 144000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Sawyer, Feedr, Norm, 1Fam, 1Story, 5, 8, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, Gd, CBlock, TA, TA, No, ALQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 135000
190, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Sawyer, RRAe, Norm, 2fmCon, 1Story, 5, 5, Gable, CompShg, HdBoard, HdBoard, None, TA, TA, CBlock, TA, Fa, Mn, ALQ, Unf, GasA, Gd, N, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 115000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Sawyer, Norm, Norm, 1Fam, 1Story, 5, 5, Hip, CompShg, Wd Sdng, HdBoard, None, TA, TA, CBlock, Gd, Gd, No, ALQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, Shed, COD, Abnorml, 119916
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Sawyer, Feedr, Norm, 1Fam, 1Story, 6, 8, Hip, CompShg, HdBoard, HdBoard, None, TA, Gd, CBlock, TA, TA, Mn, GLQ, Unf, GasA, Gd, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 142000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Veenker, Norm, Norm, 1Fam, 1Story, 6, 5, Gable, CompShg, HdBoard, ImStucc, BrkFace, TA, TA, CBlock, TA, TA, Av, ALQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, TA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 192000
50, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, Sawyer, Feedr, Norm, 1Fam, 1.5Fin, 5, 4, Gable, CompShg, HdBoard, HdBoard, None, TA, Gd, CBlock, Gd, TA, No, LwQ, ALQ, GasA, TA, Y, SBrkr, TA, Typ, Gd, Detchd, Unf, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 140000
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NoRidge, Norm, Norm, 1Fam, 2Story, 6, 5, Hip, CompShg, HdBoard, HdBoard, BrkFace, Gd, TA, PConc, Gd, TA, No, ALQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 290000
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NoRidge, Norm, Norm, 1Fam, 1.5Fin, 9, 5, Hip, CompShg, Wd Sdng, Wd Sdng, BrkFace, Gd, TA, PConc, Gd, TA, Gd, BLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Ex, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 372500
120, FV, Pave, Pave, IR2, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, TwnhsE, 1Story, 7, 5, Gable, CompShg, MetalSd, MetalSd, None, Gd, TA, PConc, Gd, TA, Mn, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 196000
160, FV, Pave, Pave, IR1, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, TwnhsE, 2Story, 7, 5, Gable, CompShg, MetalSd, MetalSd, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 171900
120, FV, Pave, Pave, IR1, Lvl, AllPub, Corner, Gtl, Somerst, Norm, Norm, TwnhsE, 1Story, 7, 5, Gable, CompShg, MetalSd, MetalSd, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 178000
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, TwnhsE, 2Story, 6, 5, Gable, CompShg, MetalSd, MetalSd, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 165000
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, TwnhsE, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Abnorml, 146000
160, FV, Pave, Pave, Reg, Lvl, AllPub, Corner, Gtl, Somerst, Norm, Norm, TwnhsE, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Abnorml, 146000
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, Twnhs, 2Story, 7, 5, Gable, CompShg, MetalSd, MetalSd, BrkFace, TA, TA, PConc, Gd, TA, No, ALQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 179400
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, Twnhs, 2Story, 6, 5, Gable, CompShg, MetalSd, MetalSd, Stone, TA, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 172900
120, FV, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, TwnhsE, 1Story, 9, 5, Hip, CompShg, MetalSd, MetalSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Ex, Typ, TA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 300000
120, FV, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, TwnhsE, 1Story, 9, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Ex, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 285000
120, FV, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, TwnhsE, 1Story, 9, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Ex, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Ex, Typ, TA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 290000
120, FV, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, TwnhsE, 1Story, 9, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Ex, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 305000
120, FV, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, Somerst, Norm, Norm, TwnhsE, 1Story, 9, 5, Gable, CompShg, MetalSd, MetalSd, BrkFace, Gd, TA, PConc, Ex, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, Fin, TA, TA, Y, NA, NA, NA, CWD, Abnorml, 328900
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, Twnhs, 2Story, 7, 5, Gable, CompShg, MetalSd, MetalSd, BrkFace, Gd, TA, PConc, Gd, TA, No, BLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 160000
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, Twnhs, SLvl, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 170000
60, FV, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, Somerst, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, TA, TA, PConc, TA, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, TA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 223000
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, Twnhs, 2Story, 8, 5, Gable, CompShg, MetalSd, MetalSd, BrkFace, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 170000
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, Twnhs, 2Story, 8, 5, Gable, CompShg, MetalSd, MetalSd, BrkFace, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, ConLD, Normal, 200000
160, FV, Pave, Pave, IR1, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, TwnhsE, 2Story, 10, 5, Gable, CompShg, BrkFace, MetalSd, None, Ex, TA, PConc, Gd, TA, Mn, BLQ, GLQ, GasA, Ex, Y, SBrkr, Ex, Typ, TA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 345000
120, RL, Pave, NA, IR2, Lvl, AllPub, Inside, Gtl, Veenker, Norm, Norm, TwnhsE, 1Story, 8, 5, Gable, CompShg, BrkFace, BrkFace, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Ex, Typ, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 245500
120, RL, Pave, NA, IR2, Lvl, AllPub, CulDSac, Gtl, Veenker, Norm, Norm, TwnhsE, 1Story, 8, 5, Hip, CompShg, BrkFace, BrkFace, None, Gd, TA, PConc, Gd, TA, Gd, LwQ, GLQ, GasA, Ex, Y, SBrkr, Gd, Typ, Fa, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 217500
120, RL, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, Veenker, Norm, Norm, TwnhsE, 1Story, 8, 5, Gable, CompShg, BrkFace, BrkFace, None, Gd, TA, PConc, Gd, TA, Gd, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, Con, Normal, 324000
20, RL, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, Veenker, Norm, Norm, 1Fam, 1Story, 6, 6, Gable, CompShg, Plywood, Plywood, None, TA, TA, PConc, Gd, TA, No, BLQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 162500
60, RL, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, Veenker, Norm, Norm, 1Fam, 2Story, 9, 3, Mansard, CompShg, Wd Sdng, Wd Sdng, BrkFace, Gd, Gd, CBlock, Gd, TA, No, GLQ, Unf, GasA, TA, Y, SBrkr, Gd, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Family, 150000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Veenker, Norm, Norm, 1Fam, 1Story, 8, 9, Gable, CompShg, VinylSd, VinylSd, None, Ex, Ex, CBlock, Gd, Ex, Mn, GLQ, Rec, GasA, Ex, Y, SBrkr, Ex, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, GdWo, NA, WD , Normal, 290000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 1Story, 7, 6, Hip, CompShg, Plywood, Plywood, BrkFace, TA, TA, PConc, TA, TA, No, Unf, Unf, GasA, Gd, Y, SBrkr, TA, Typ, Gd, Attchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 174000
80, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, SLvl, 6, 6, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, Av, GLQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 183000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 1Story, 6, 5, Gable, CompShg, HdBoard, HdBoard, None, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, Fa, Y, SBrkr, TA, Typ, TA, Attchd, RFn, TA, TA, Y, NA, GdWo, NA, WD , Family, 150000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 1Story, 6, 7, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, Gd, CBlock, TA, TA, No, ALQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, COD, Abnorml, 145000
20, RL, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, NWAmes, Norm, Norm, 1Fam, 1Story, 7, 7, Gable, CompShg, Plywood, Plywood, None, TA, TA, CBlock, TA, TA, No, ALQ, BLQ, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, Unf, TA, TA, Y, NA, NA, Shed, WD , Normal, 215000
90, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, RRAn, Norm, Duplex, 1Story, 5, 6, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, ConLD, Normal, 140500
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 2Story, 6, 7, Gable, CompShg, HdBoard, HdBoard, None, TA, TA, CBlock, TA, TA, No, ALQ, Rec, GasA, TA, Y, SBrkr, TA, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 240000
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Feedr, Norm, 1Fam, 2Story, 5, 6, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, No, LwQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 141000
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 8, Gable, CompShg, VinylSd, VinylSd, BrkFace, TA, TA, CBlock, TA, TA, No, ALQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 147000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 7, Hip, CompShg, HdBoard, HdBoard, None, Gd, TA, CBlock, TA, TA, No, ALQ, Rec, GasA, Ex, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 135000
90, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, Duplex, 1Story, 5, 5, Gable, CompShg, HdBoard, HdBoard, None, TA, TA, CBlock, TA, TA, No, Unf, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 145000
90, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, Duplex, 1Story, 5, 5, Gable, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, CBlock, TA, TA, No, LwQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 142600
90, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NWAmes, Feedr, Norm, Duplex, 1Story, 5, 5, Gable, CompShg, Plywood, Plywood, BrkFace, TA, TA, CBlock, TA, TA, No, Unf, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 135000
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 2Story, 7, 6, Gable, CompShg, HdBoard, HdBoard, None, TA, TA, CBlock, Gd, Gd, No, ALQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 170000
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 2Story, 8, 9, Hip, CompShg, VinylSd, VinylSd, BrkFace, Ex, Gd, CBlock, TA, Gd, No, GLQ, ALQ, GasA, Ex, Y, SBrkr, Gd, Typ, TA, BuiltIn, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 299800
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 2Story, 6, 6, Hip, CompShg, HdBoard, HdBoard, BrkFace, Gd, TA, CBlock, TA, TA, No, ALQ, Unf, GasA, TA, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, Gd, TA, Y, NA, NA, NA, WD , Normal, 185000
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, Feedr, Norm, 1Fam, 2Story, 6, 8, Hip, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, CBlock, TA, TA, No, GLQ, Rec, GasA, Gd, Y, SBrkr, Gd, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 173000
85, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, NAmes, Norm, Norm, 1Fam, SFoyer, 7, 9, Gable, CompShg, CemntBd, CmentBd, Stone, Ex, TA, CBlock, TA, TA, Av, ALQ, Unf, GasA, Gd, Y, SBrkr, Ex, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 178400
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, Feedr, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, MetalSd, MetalSd, BrkFace, TA, TA, CBlock, TA, TA, No, BLQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 176000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 5, Gable, CompShg, HdBoard, HdBoard, None, TA, TA, Slab, NA, NA, NA, NA, NA, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, GdWo, NA, WD , Normal, 98000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 4, 6, Hip, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 109008
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 4, 7, Gable, CompShg, VinylSd, VinylSd, None, TA, TA, CBlock, TA, TA, No, ALQ, Unf, GasA, Ex, Y, FuseA, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 135750
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 6, Hip, CompShg, MetalSd, MetalSd, BrkFace, TA, Gd, CBlock, TA, TA, Mn, ALQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 155000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 6, 5, Gable, CompShg, HdBoard, Plywood, BrkFace, TA, TA, CBlock, TA, TA, No, BLQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 180500
80, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, SLvl, 6, 7, Gable, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, CBlock, TA, TA, Gd, Rec, ALQ, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, RFn, Gd, Gd, Y, NA, GdPrv, NA, WD , Normal, 174900
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 6, 6, Gable, CompShg, HdBoard, HdBoard, None, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, TA, Y, SBrkr, TA, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 140000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 6, 7, Hip, CompShg, HdBoard, HdBoard, Stone, TA, TA, CBlock, Gd, TA, No, Rec, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, Gd, Y, NA, MnPrv, NA, WD , Normal, 145000
80, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, SLvl, 5, 8, Gable, CompShg, BrkFace, BrkFace, None, TA, Gd, PConc, TA, TA, Gd, ALQ, Unf, GasA, Gd, Y, SBrkr, Gd, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 179900
80, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, NAmes, Feedr, Norm, 1Fam, SLvl, 6, 5, Gable, WdShngl, Plywood, Wd Sdng, BrkFace, TA, TA, CBlock, TA, TA, Gd, GLQ, Rec, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 168500
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 5, Gable, CompShg, Plywood, Plywood, None, TA, Gd, CBlock, TA, TA, No, Unf, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, COD, Abnorml, 140000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 7, Gable, CompShg, HdBoard, HdBoard, BrkFace, Gd, TA, CBlock, TA, TA, No, ALQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 145500
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 6, 6, Hip, CompShg, HdBoard, HdBoard, Stone, Gd, TA, CBlock, TA, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 142000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 4, 5, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, PConc, TA, TA, No, ALQ, Rec, GasA, TA, Y, SBrkr, TA, Typ, Po, Attchd, RFn, TA, TA, Y, NA, GdWo, NA, WD , Normal, 141000
20, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 7, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, TA, CBlock, TA, TA, No, BLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 153000
20, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, BrkSide, Feedr, Norm, 1Fam, 1Story, 3, 6, Hip, CompShg, VinylSd, VinylSd, None, TA, TA, CBlock, NA, NA, NA, NA, NA, Floor, TA, N, SBrkr, TA, Typ, NA, Detchd, Unf, TA, Fa, Y, NA, NA, NA, WD , Normal, 72500
30, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, BrkSide, Norm, Norm, 1Fam, 1Story, 3, 6, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, CBlock, TA, TA, No, Unf, Unf, GasA, Gd, Y, SBrkr, TA, Maj2, NA, NA, NA, NA, NA, N, NA, NA, NA, WD , Normal, 52000
